img1_path,img2_path,y_true,y_pred
1127_AM_Chest_AP12.png,1127_AM_Chest_AP9.png,1,0.1221
1127_AM_Chest_AP12.png,1127_AM_Chest_AP11.png,1,0.1221
1127_AM_Chest_AP9.png,1127_AM_Chest_AP11.png,1,1.0000
152_AM_Chest_AP8.png,152_AM_Chest_AP10.png,1,0.0039
152_AM_Chest_AP8.png,152_AM_Chest_AP9.png,1,0.7863
152_AM_Chest_AP8.png,152_AM_Chest_AP11.png,1,0.0000
152_AM_Chest_AP10.png,152_AM_Chest_AP9.png,1,0.0190
152_AM_Chest_AP10.png,152_AM_Chest_AP11.png,1,0.7520
152_AM_Chest_AP9.png,152_AM_Chest_AP11.png,1,0.0166
921_AM_Chest_AP12.png,921_AM_Chest_AP10.png,1,1.0000
921_AM_Chest_AP12.png,921_AM_Chest_AP11.png,1,1.0000
921_AM_Chest_AP12.png,921_AM_Chest_AP9.png,1,1.0000
921_AM_Chest_AP10.png,921_AM_Chest_AP11.png,1,1.0000
921_AM_Chest_AP10.png,921_AM_Chest_AP9.png,1,1.0000
921_AM_Chest_AP11.png,921_AM_Chest_AP9.png,1,1.0000
323_AM_Chest_AP5.png,323_AM_Chest_AP6.png,1,0.0179
046_PM_Chest_AP1.png,046_PM_Chest_AP2.png,1,0.9431
111_AM_Chest_AP5.png,111_AM_Chest_AP4.png,1,0.9733
1264_AM_Chest_AP10.png,1264_AM_Chest_AP12.png,1,1.0000
1264_AM_Chest_AP10.png,1264_AM_Chest_AP11.png,1,1.0000
1264_AM_Chest_AP10.png,1264_AM_Chest_AP13.png,1,1.0000
1264_AM_Chest_AP10.png,1264_AM_Chest_AP14.png,1,1.0000
1264_AM_Chest_AP12.png,1264_AM_Chest_AP11.png,1,1.0000
1264_AM_Chest_AP12.png,1264_AM_Chest_AP13.png,1,1.0000
1264_AM_Chest_AP12.png,1264_AM_Chest_AP14.png,1,1.0000
1264_AM_Chest_AP11.png,1264_AM_Chest_AP13.png,1,1.0000
1264_AM_Chest_AP11.png,1264_AM_Chest_AP14.png,1,1.0000
1264_AM_Chest_AP13.png,1264_AM_Chest_AP14.png,1,1.0000
1002_AM_Chest_AP7.png,1002_AM_Chest_AP6.png,1,1.0000
1002_AM_Chest_AP7.png,1002_AM_Chest_AP8.png,1,0.9998
1002_AM_Chest_AP6.png,1002_AM_Chest_AP8.png,1,0.9997
937_AM_Chest_AP11.png,937_AM_Chest_AP10.png,1,1.0000
937_AM_Chest_AP11.png,937_AM_Chest_AP12.png,1,0.9991
937_AM_Chest_AP11.png,937_AM_Chest_AP9.png,1,1.0000
937_AM_Chest_AP10.png,937_AM_Chest_AP12.png,1,0.9991
937_AM_Chest_AP10.png,937_AM_Chest_AP9.png,1,1.0000
937_AM_Chest_AP12.png,937_AM_Chest_AP9.png,1,0.9991
1031_AM_Chest_AP15.png,1031_AM_Chest_AP16.png,1,1.0000
1031_AM_Chest_AP15.png,1031_AM_Chest_AP17.png,1,1.0000
1031_AM_Chest_AP15.png,1031_AM_Chest_AP18.png,1,1.0000
1031_AM_Chest_AP15.png,1031_AM_Chest_AP20.png,1,1.0000
1031_AM_Chest_AP15.png,1031_AM_Chest_AP19.png,1,1.0000
1031_AM_Chest_AP16.png,1031_AM_Chest_AP17.png,1,1.0000
1031_AM_Chest_AP16.png,1031_AM_Chest_AP18.png,1,1.0000
1031_AM_Chest_AP16.png,1031_AM_Chest_AP20.png,1,1.0000
1031_AM_Chest_AP16.png,1031_AM_Chest_AP19.png,1,1.0000
1031_AM_Chest_AP17.png,1031_AM_Chest_AP18.png,1,1.0000
1031_AM_Chest_AP17.png,1031_AM_Chest_AP20.png,1,1.0000
1031_AM_Chest_AP17.png,1031_AM_Chest_AP19.png,1,1.0000
1031_AM_Chest_AP18.png,1031_AM_Chest_AP20.png,1,1.0000
1031_AM_Chest_AP18.png,1031_AM_Chest_AP19.png,1,1.0000
1031_AM_Chest_AP20.png,1031_AM_Chest_AP19.png,1,1.0000
167_AM_Chest_AP8.png,167_AM_Chest_AP10.png,1,1.0000
167_AM_Chest_AP8.png,167_AM_Chest_AP9.png,1,0.0515
167_AM_Chest_AP10.png,167_AM_Chest_AP9.png,1,0.0515
094_AM_Chest_AP5.png,094_AM_Chest_AP4.png,1,1.0000
346_AM_Chest_AP4.png,346_AM_Chest_AP5.png,1,1.0000
989_AM_Chest_AP13.png,989_AM_Chest_AP11.png,1,1.0000
989_AM_Chest_AP13.png,989_AM_Chest_AP14.png,1,1.0000
989_AM_Chest_AP13.png,989_AM_Chest_AP12.png,1,0.0189
989_AM_Chest_AP11.png,989_AM_Chest_AP14.png,1,1.0000
989_AM_Chest_AP11.png,989_AM_Chest_AP12.png,1,0.0189
989_AM_Chest_AP14.png,989_AM_Chest_AP12.png,1,0.0189
1263_AM_Chest_AP3.png,1263_AM_Chest_AP4.png,1,1.0000
1141_AM_Chest_AP6.png,1141_AM_Chest_AP7.png,1,0.0119
1141_AM_Chest_AP6.png,1141_AM_Chest_AP8.png,1,0.3578
1141_AM_Chest_AP7.png,1141_AM_Chest_AP8.png,1,0.0002
1058_AM_Chest_AP13.png,1058_AM_Chest_AP12.png,1,1.0000
1058_AM_Chest_AP13.png,1058_AM_Chest_AP14.png,1,1.0000
1058_AM_Chest_AP13.png,1058_AM_Chest_AP11.png,1,1.0000
1058_AM_Chest_AP12.png,1058_AM_Chest_AP14.png,1,1.0000
1058_AM_Chest_AP12.png,1058_AM_Chest_AP11.png,1,1.0000
1058_AM_Chest_AP14.png,1058_AM_Chest_AP11.png,1,1.0000
1118_AM_Chest_AP16.png,1118_AM_Chest_AP13.png,1,1.0000
1118_AM_Chest_AP16.png,1118_AM_Chest_AP12.png,1,0.9981
1118_AM_Chest_AP16.png,1118_AM_Chest_AP15.png,1,0.4703
1118_AM_Chest_AP16.png,1118_AM_Chest_AP14.png,1,1.0000
1118_AM_Chest_AP13.png,1118_AM_Chest_AP12.png,1,0.9981
1118_AM_Chest_AP13.png,1118_AM_Chest_AP15.png,1,0.4690
1118_AM_Chest_AP13.png,1118_AM_Chest_AP14.png,1,1.0000
1118_AM_Chest_AP12.png,1118_AM_Chest_AP15.png,1,0.4682
1118_AM_Chest_AP12.png,1118_AM_Chest_AP14.png,1,0.9981
1118_AM_Chest_AP15.png,1118_AM_Chest_AP14.png,1,0.4696
1083_AM_Chest_AP6.png,1083_AM_Chest_AP4.png,1,1.0000
1063_AM_Chest_AP6.png,1063_AM_Chest_AP7.png,1,1.0000
1029_AM_Chest_AP5.png,1029_AM_Chest_AP6.png,1,1.0000
929_AM_Chest_AP6.png,929_AM_Chest_AP5.png,1,0.9859
056_PM_Chest_AP5.png,056_PM_Chest_AP6.png,1,1.0000
1221_AM_Chest_AP5.png,1221_AM_Chest_AP7.png,1,1.0000
1221_AM_Chest_AP5.png,1221_AM_Chest_AP6.png,1,1.0000
1221_AM_Chest_AP7.png,1221_AM_Chest_AP6.png,1,1.0000
067_AM_Chest_AP5.png,067_AM_Chest_AP4.png,1,0.9718
1109_AM_Chest_AP5.png,1109_AM_Chest_AP4.png,1,0.4006
1190_AM_Chest_AP4.png,1190_AM_Chest_AP3.png,1,0.9996
356_AM_Chest_AP3.png,356_AM_Chest_AP4.png,1,0.9999
225_AM_Chest_AP4.png,225_AM_Chest_AP3.png,1,0.2687
977_AM_Chest_AP12.png,977_AM_Chest_AP11.png,1,1.0000
977_AM_Chest_AP12.png,977_AM_Chest_AP10.png,1,1.0000
977_AM_Chest_AP11.png,977_AM_Chest_AP10.png,1,1.0000
185_AM_Chest_AP3.png,185_AM_Chest_AP4.png,1,0.0011
1296_AM_Chest_AP53.png,1296_AM_Chest_AP59.png,1,1.0000
1296_AM_Chest_AP53.png,1296_AM_Chest_AP54.png,1,0.1525
1296_AM_Chest_AP53.png,1296_AM_Chest_AP55.png,1,1.0000
1296_AM_Chest_AP53.png,1296_AM_Chest_AP60.png,1,1.0000
1296_AM_Chest_AP53.png,1296_AM_Chest_AP57.png,1,0.0152
1296_AM_Chest_AP53.png,1296_AM_Chest_AP58.png,1,0.9997
1296_AM_Chest_AP53.png,1296_AM_Chest_AP56.png,1,0.9942
1296_AM_Chest_AP53.png,1296_AM_Chest_AP52.png,1,1.0000
1296_AM_Chest_AP59.png,1296_AM_Chest_AP54.png,1,0.1525
1296_AM_Chest_AP59.png,1296_AM_Chest_AP55.png,1,1.0000
1296_AM_Chest_AP59.png,1296_AM_Chest_AP60.png,1,1.0000
1296_AM_Chest_AP59.png,1296_AM_Chest_AP57.png,1,0.0152
1296_AM_Chest_AP59.png,1296_AM_Chest_AP58.png,1,0.9997
1296_AM_Chest_AP59.png,1296_AM_Chest_AP56.png,1,0.9942
1296_AM_Chest_AP59.png,1296_AM_Chest_AP52.png,1,1.0000
1296_AM_Chest_AP54.png,1296_AM_Chest_AP55.png,1,0.1530
1296_AM_Chest_AP54.png,1296_AM_Chest_AP60.png,1,0.1526
1296_AM_Chest_AP54.png,1296_AM_Chest_AP57.png,1,0.9901
1296_AM_Chest_AP54.png,1296_AM_Chest_AP58.png,1,0.1685
1296_AM_Chest_AP54.png,1296_AM_Chest_AP56.png,1,0.2583
1296_AM_Chest_AP54.png,1296_AM_Chest_AP52.png,1,0.1525
1296_AM_Chest_AP55.png,1296_AM_Chest_AP60.png,1,1.0000
1296_AM_Chest_AP55.png,1296_AM_Chest_AP57.png,1,0.0157
1296_AM_Chest_AP55.png,1296_AM_Chest_AP58.png,1,0.9997
1296_AM_Chest_AP55.png,1296_AM_Chest_AP56.png,1,0.9942
1296_AM_Chest_AP55.png,1296_AM_Chest_AP52.png,1,1.0000
1296_AM_Chest_AP60.png,1296_AM_Chest_AP57.png,1,0.0152
1296_AM_Chest_AP60.png,1296_AM_Chest_AP58.png,1,0.9997
1296_AM_Chest_AP60.png,1296_AM_Chest_AP56.png,1,0.9942
1296_AM_Chest_AP60.png,1296_AM_Chest_AP52.png,1,1.0000
1296_AM_Chest_AP57.png,1296_AM_Chest_AP58.png,1,0.0313
1296_AM_Chest_AP57.png,1296_AM_Chest_AP56.png,1,0.1230
1296_AM_Chest_AP57.png,1296_AM_Chest_AP52.png,1,0.0152
1296_AM_Chest_AP58.png,1296_AM_Chest_AP56.png,1,0.9956
1296_AM_Chest_AP58.png,1296_AM_Chest_AP52.png,1,0.9997
1296_AM_Chest_AP56.png,1296_AM_Chest_AP52.png,1,0.9942
1116_AM_Chest_AP4.png,1116_AM_Chest_AP3.png,1,0.8226
760_PM_Chest_AP3.png,760_PM_Chest_AP4.png,1,1.0000
760_PM_Chest_AP3.png,760_PM_Chest_AP2.png,1,1.0000
760_PM_Chest_AP4.png,760_PM_Chest_AP2.png,1,1.0000
403_AM_Chest_AP10.png,403_AM_Chest_AP12.png,1,1.0000
403_AM_Chest_AP10.png,403_AM_Chest_AP11.png,1,1.0000
403_AM_Chest_AP10.png,403_AM_Chest_AP13.png,1,0.6930
403_AM_Chest_AP12.png,403_AM_Chest_AP11.png,1,1.0000
403_AM_Chest_AP12.png,403_AM_Chest_AP13.png,1,0.6930
403_AM_Chest_AP11.png,403_AM_Chest_AP13.png,1,0.6930
918_AM_Chest_AP5.png,918_AM_Chest_AP4.png,1,0.8273
1144_AM_Chest_AP11.png,1144_AM_Chest_AP9.png,1,0.0198
1144_AM_Chest_AP11.png,1144_AM_Chest_AP10.png,1,0.0007
1144_AM_Chest_AP11.png,1144_AM_Chest_AP12.png,1,0.9999
1144_AM_Chest_AP9.png,1144_AM_Chest_AP10.png,1,0.0287
1144_AM_Chest_AP9.png,1144_AM_Chest_AP12.png,1,0.0205
1144_AM_Chest_AP10.png,1144_AM_Chest_AP12.png,1,0.0048
1278_AM_Chest_AP12.png,1278_AM_Chest_AP13.png,1,1.0000
1278_AM_Chest_AP12.png,1278_AM_Chest_AP11.png,1,1.0000
1278_AM_Chest_AP12.png,1278_AM_Chest_AP10.png,1,1.0000
1278_AM_Chest_AP13.png,1278_AM_Chest_AP11.png,1,1.0000
1278_AM_Chest_AP13.png,1278_AM_Chest_AP10.png,1,1.0000
1278_AM_Chest_AP11.png,1278_AM_Chest_AP10.png,1,1.0000
1288_AM_Chest_AP7.png,1288_AM_Chest_AP8.png,1,1.0000
529_AM_Chest_AP4.png,529_AM_Chest_AP5.png,1,1.0000
205_AM_Chest_AP9.png,205_AM_Chest_AP10.png,1,0.5017
205_AM_Chest_AP9.png,205_AM_Chest_AP8.png,1,0.9988
205_AM_Chest_AP10.png,205_AM_Chest_AP8.png,1,0.4682
806_AM_Chest_AP4.png,806_AM_Chest_AP3.png,1,1.0000
1066_AM_Chest_AP3.png,1066_AM_Chest_AP4.png,1,0.0491
591_AM_Chest_AP28.png,591_AM_Chest_AP32.png,1,0.9263
591_AM_Chest_AP28.png,591_AM_Chest_AP33.png,1,0.9969
591_AM_Chest_AP28.png,591_AM_Chest_AP30.png,1,0.9969
591_AM_Chest_AP28.png,591_AM_Chest_AP26.png,1,0.9968
591_AM_Chest_AP28.png,591_AM_Chest_AP24.png,1,0.9969
591_AM_Chest_AP28.png,591_AM_Chest_AP29.png,1,0.9940
591_AM_Chest_AP28.png,591_AM_Chest_AP25.png,1,0.9969
591_AM_Chest_AP28.png,591_AM_Chest_AP27.png,1,0.9969
591_AM_Chest_AP28.png,591_AM_Chest_AP31.png,1,0.9969
591_AM_Chest_AP32.png,591_AM_Chest_AP33.png,1,0.9243
591_AM_Chest_AP32.png,591_AM_Chest_AP30.png,1,0.9243
591_AM_Chest_AP32.png,591_AM_Chest_AP26.png,1,0.9241
591_AM_Chest_AP32.png,591_AM_Chest_AP24.png,1,0.9243
591_AM_Chest_AP32.png,591_AM_Chest_AP29.png,1,0.9357
591_AM_Chest_AP32.png,591_AM_Chest_AP25.png,1,0.9244
591_AM_Chest_AP32.png,591_AM_Chest_AP27.png,1,0.9247
591_AM_Chest_AP32.png,591_AM_Chest_AP31.png,1,0.9247
591_AM_Chest_AP33.png,591_AM_Chest_AP30.png,1,1.0000
591_AM_Chest_AP33.png,591_AM_Chest_AP26.png,1,0.9995
591_AM_Chest_AP33.png,591_AM_Chest_AP24.png,1,1.0000
591_AM_Chest_AP33.png,591_AM_Chest_AP29.png,1,0.9954
591_AM_Chest_AP33.png,591_AM_Chest_AP25.png,1,1.0000
591_AM_Chest_AP33.png,591_AM_Chest_AP27.png,1,0.9999
591_AM_Chest_AP33.png,591_AM_Chest_AP31.png,1,1.0000
591_AM_Chest_AP30.png,591_AM_Chest_AP26.png,1,0.9995
591_AM_Chest_AP30.png,591_AM_Chest_AP24.png,1,1.0000
591_AM_Chest_AP30.png,591_AM_Chest_AP29.png,1,0.9954
591_AM_Chest_AP30.png,591_AM_Chest_AP25.png,1,1.0000
591_AM_Chest_AP30.png,591_AM_Chest_AP27.png,1,0.9999
591_AM_Chest_AP30.png,591_AM_Chest_AP31.png,1,1.0000
591_AM_Chest_AP26.png,591_AM_Chest_AP24.png,1,0.9995
591_AM_Chest_AP26.png,591_AM_Chest_AP29.png,1,0.9950
591_AM_Chest_AP26.png,591_AM_Chest_AP25.png,1,0.9995
591_AM_Chest_AP26.png,591_AM_Chest_AP27.png,1,0.9996
591_AM_Chest_AP26.png,591_AM_Chest_AP31.png,1,0.9995
591_AM_Chest_AP24.png,591_AM_Chest_AP29.png,1,0.9954
591_AM_Chest_AP24.png,591_AM_Chest_AP25.png,1,1.0000
591_AM_Chest_AP24.png,591_AM_Chest_AP27.png,1,0.9999
591_AM_Chest_AP24.png,591_AM_Chest_AP31.png,1,1.0000
591_AM_Chest_AP29.png,591_AM_Chest_AP25.png,1,0.9954
591_AM_Chest_AP29.png,591_AM_Chest_AP27.png,1,0.9954
591_AM_Chest_AP29.png,591_AM_Chest_AP31.png,1,0.9955
591_AM_Chest_AP25.png,591_AM_Chest_AP27.png,1,0.9999
591_AM_Chest_AP25.png,591_AM_Chest_AP31.png,1,1.0000
591_AM_Chest_AP27.png,591_AM_Chest_AP31.png,1,0.9999
1336_AM_Chest_AP7.png,1336_AM_Chest_AP5.png,1,0.9858
1336_AM_Chest_AP7.png,1336_AM_Chest_AP6.png,1,0.8544
1336_AM_Chest_AP5.png,1336_AM_Chest_AP6.png,1,0.9071
180_AM_Chest_AP5.png,180_AM_Chest_AP6.png,1,0.1277
572_AM_Chest_AP10.png,572_AM_Chest_AP8.png,1,0.9067
572_AM_Chest_AP10.png,572_AM_Chest_AP9.png,1,0.9269
572_AM_Chest_AP8.png,572_AM_Chest_AP9.png,1,0.9781
1165_AM_Chest_AP7.png,1165_AM_Chest_AP9.png,1,1.0000
1165_AM_Chest_AP7.png,1165_AM_Chest_AP8.png,1,1.0000
1165_AM_Chest_AP9.png,1165_AM_Chest_AP8.png,1,1.0000
032_PM_Chest_AP1.png,032_AM_Chest_AP6.png,1,0.0493
032_PM_Chest_AP1.png,032_PM_Chest_AP2.png,1,0.9997
032_AM_Chest_AP6.png,032_PM_Chest_AP2.png,1,0.0284
315_AM_Chest_AP4.png,315_AM_Chest_AP3.png,1,0.9174
1015_AM_Chest_AP6.png,1015_AM_Chest_AP7.png,1,0.9987
1015_AM_Chest_AP6.png,1015_AM_Chest_AP5.png,1,0.9987
1015_AM_Chest_AP7.png,1015_AM_Chest_AP5.png,1,1.0000
655_AM_Chest_AP28.png,655_AM_Chest_AP31.png,1,0.0018
655_AM_Chest_AP28.png,655_AM_Chest_AP34.png,1,0.0018
655_AM_Chest_AP28.png,655_AM_Chest_AP38.png,1,0.0018
655_AM_Chest_AP28.png,655_AM_Chest_AP37.png,1,0.0018
655_AM_Chest_AP28.png,655_AM_Chest_AP33.png,1,0.0112
655_AM_Chest_AP28.png,655_AM_Chest_AP30.png,1,0.9738
655_AM_Chest_AP28.png,655_AM_Chest_AP36.png,1,0.0032
655_AM_Chest_AP28.png,655_AM_Chest_AP35.png,1,0.0018
655_AM_Chest_AP28.png,655_AM_Chest_AP32.png,1,0.0225
655_AM_Chest_AP28.png,655_AM_Chest_AP29.png,1,0.0021
655_AM_Chest_AP31.png,655_AM_Chest_AP34.png,1,1.0000
655_AM_Chest_AP31.png,655_AM_Chest_AP38.png,1,1.0000
655_AM_Chest_AP31.png,655_AM_Chest_AP37.png,1,1.0000
655_AM_Chest_AP31.png,655_AM_Chest_AP33.png,1,0.0043
655_AM_Chest_AP31.png,655_AM_Chest_AP30.png,1,0.2293
655_AM_Chest_AP31.png,655_AM_Chest_AP36.png,1,1.0000
655_AM_Chest_AP31.png,655_AM_Chest_AP35.png,1,1.0000
655_AM_Chest_AP31.png,655_AM_Chest_AP32.png,1,0.9998
655_AM_Chest_AP31.png,655_AM_Chest_AP29.png,1,1.0000
655_AM_Chest_AP34.png,655_AM_Chest_AP38.png,1,1.0000
655_AM_Chest_AP34.png,655_AM_Chest_AP37.png,1,1.0000
655_AM_Chest_AP34.png,655_AM_Chest_AP33.png,1,0.0043
655_AM_Chest_AP34.png,655_AM_Chest_AP30.png,1,0.2293
655_AM_Chest_AP34.png,655_AM_Chest_AP36.png,1,1.0000
655_AM_Chest_AP34.png,655_AM_Chest_AP35.png,1,1.0000
655_AM_Chest_AP34.png,655_AM_Chest_AP32.png,1,0.9998
655_AM_Chest_AP34.png,655_AM_Chest_AP29.png,1,1.0000
655_AM_Chest_AP38.png,655_AM_Chest_AP37.png,1,1.0000
655_AM_Chest_AP38.png,655_AM_Chest_AP33.png,1,0.0043
655_AM_Chest_AP38.png,655_AM_Chest_AP30.png,1,0.2293
655_AM_Chest_AP38.png,655_AM_Chest_AP36.png,1,1.0000
655_AM_Chest_AP38.png,655_AM_Chest_AP35.png,1,1.0000
655_AM_Chest_AP38.png,655_AM_Chest_AP32.png,1,0.9998
655_AM_Chest_AP38.png,655_AM_Chest_AP29.png,1,1.0000
655_AM_Chest_AP37.png,655_AM_Chest_AP33.png,1,0.0043
655_AM_Chest_AP37.png,655_AM_Chest_AP30.png,1,0.2293
655_AM_Chest_AP37.png,655_AM_Chest_AP36.png,1,1.0000
655_AM_Chest_AP37.png,655_AM_Chest_AP35.png,1,1.0000
655_AM_Chest_AP37.png,655_AM_Chest_AP32.png,1,0.9998
655_AM_Chest_AP37.png,655_AM_Chest_AP29.png,1,1.0000
655_AM_Chest_AP33.png,655_AM_Chest_AP30.png,1,0.0118
655_AM_Chest_AP33.png,655_AM_Chest_AP36.png,1,0.0045
655_AM_Chest_AP33.png,655_AM_Chest_AP35.png,1,0.0043
655_AM_Chest_AP33.png,655_AM_Chest_AP32.png,1,0.0045
655_AM_Chest_AP33.png,655_AM_Chest_AP29.png,1,0.0043
655_AM_Chest_AP30.png,655_AM_Chest_AP36.png,1,0.2306
655_AM_Chest_AP30.png,655_AM_Chest_AP35.png,1,0.2293
655_AM_Chest_AP30.png,655_AM_Chest_AP32.png,1,0.2494
655_AM_Chest_AP30.png,655_AM_Chest_AP29.png,1,0.2296
655_AM_Chest_AP36.png,655_AM_Chest_AP35.png,1,1.0000
655_AM_Chest_AP36.png,655_AM_Chest_AP32.png,1,0.9998
655_AM_Chest_AP36.png,655_AM_Chest_AP29.png,1,1.0000
655_AM_Chest_AP35.png,655_AM_Chest_AP32.png,1,0.9998
655_AM_Chest_AP35.png,655_AM_Chest_AP29.png,1,1.0000
655_AM_Chest_AP32.png,655_AM_Chest_AP29.png,1,0.9998
961_AM_Chest_AP6.png,961_AM_Chest_AP10.png,1,0.0000
961_AM_Chest_AP6.png,961_AM_Chest_AP9.png,1,0.0000
961_AM_Chest_AP10.png,961_AM_Chest_AP9.png,1,1.0000
1050_AM_Chest_AP4.png,1050_AM_Chest_AP3.png,1,0.3227
1237_AM_Chest_AP10.png,1237_AM_Chest_AP11.png,1,0.9973
1237_AM_Chest_AP10.png,1237_AM_Chest_AP9.png,1,1.0000
1237_AM_Chest_AP10.png,1237_AM_Chest_AP12.png,1,1.0000
1237_AM_Chest_AP11.png,1237_AM_Chest_AP9.png,1,0.9973
1237_AM_Chest_AP11.png,1237_AM_Chest_AP12.png,1,0.9973
1237_AM_Chest_AP9.png,1237_AM_Chest_AP12.png,1,1.0000
739_AM_Chest_AP4.png,739_AM_Chest_AP3.png,1,1.0000
547_AM_Chest_AP5.png,547_AM_Chest_AP4.png,1,1.0000
751_AM_Chest_AP26.png,751_AM_Chest_AP24.png,1,1.0000
751_AM_Chest_AP26.png,751_AM_Chest_AP32.png,1,1.0000
751_AM_Chest_AP26.png,751_AM_Chest_AP23.png,1,1.0000
751_AM_Chest_AP26.png,751_AM_Chest_AP27.png,1,1.0000
751_AM_Chest_AP26.png,751_AM_Chest_AP29.png,1,1.0000
751_AM_Chest_AP26.png,751_AM_Chest_AP22.png,1,1.0000
751_AM_Chest_AP26.png,751_AM_Chest_AP30.png,1,1.0000
751_AM_Chest_AP26.png,751_AM_Chest_AP25.png,1,1.0000
751_AM_Chest_AP24.png,751_AM_Chest_AP32.png,1,1.0000
751_AM_Chest_AP24.png,751_AM_Chest_AP23.png,1,1.0000
751_AM_Chest_AP24.png,751_AM_Chest_AP27.png,1,1.0000
751_AM_Chest_AP24.png,751_AM_Chest_AP29.png,1,1.0000
751_AM_Chest_AP24.png,751_AM_Chest_AP22.png,1,1.0000
751_AM_Chest_AP24.png,751_AM_Chest_AP30.png,1,1.0000
751_AM_Chest_AP24.png,751_AM_Chest_AP25.png,1,1.0000
751_AM_Chest_AP32.png,751_AM_Chest_AP23.png,1,1.0000
751_AM_Chest_AP32.png,751_AM_Chest_AP27.png,1,1.0000
751_AM_Chest_AP32.png,751_AM_Chest_AP29.png,1,1.0000
